,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
244,Nick Mullendore,Vertical Ink Agency,http://www.vertical-ink-agency.com/,Email,None,"Fiction, Humor, Literary Fiction, Mystery, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Politics, Sports","Betty White, Ray Kurzweil, Mariah Stewart, Jessica Bird","New York, US"
245,Emmanuelle Morgen,Stonesong,https://www.stonesong.com,Email,None,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Romance, Science Fiction, Women's Fiction, Young Adult, Nonfiction, Memoir, Self-Help, Children's Book, Middle Grade, Picture Book, Diverse Fiction","Tessa Allen, Alison Atlee, Alexandra Christo, Cecilia Grant, Alissa Johnson, Catherine McCall","New York, US"
246,Chris Lotts,The Lotts Agency,http://www.lottsagency.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Horror, Science Fiction, Thriller, Nonfiction, Narrative Nonfiction","Stephen King, Robin Hobb, George R.R. Martin, Larry Niven, R. Scott Bakker, Maria Lima","New York, US"
247,David Hale Smith,InkWell Management,http://inkwellmanagement.com/,Email,None,"Fiction, Commercial Fiction, Nonfiction, Narrative Nonfiction","Matthew Fitzsimmons, Gary Phillips, Greg Rucka, Blake Crouch, John Tesar","Dallas, US"
248,Heather Jackson,Heather Jackson Literary Agency,https://www.hjlit.com/,Email,None,"Fiction, Commercial Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Business Book, Memoir, Politics, Children's Book, Self-Help","Jennifer Lauck, Dilip Jeste, Sayer Ji, Rachel Jeffs","New York, US"
249,Analieze Cervantes,"Harvey Klinger, Inc.",https://www.harveyklinger.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Young Adult, Diverse Fiction, BIPOC, LGBTQ, Children's Book, Middle Grade, Picture Book","Dylan Wiseman, Kami Bratten, Amanda Badillo, Jenna Grinstead","New York City, US"
250,Stacia Decker,"Dunow, Carlson & Lerner Literary Agency",https://www.dclagency.com/,Email,None,"Fiction, Fantasy, Literary Fiction, Science Fiction, Thriller","Chuck Wendig, Paul Cornell, Kelli Stanley, Joelle Charbonneau, Cassandra Rose Clarke, Sarah St.Vincent","New York, US"
251,Jennifer Lyons,Jennifer Lyons Literary Agency,https://www.jenniferlyonsliteraryagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade","Jesmyn Ward, Oscar Hijuelos, Dale Maharidge, Tonya Bolden, Dennis Covington","New York, US"
252,John Rudolph,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Sports, Children's Book, Middle Grade, Picture Book, Humor","Rachele Alpine, Steven Cordero, Shandy Lawson, Adam Lazarus, August McLaughlin","New York City, US"
253,Jennifer Joel,ICM Partners,https://www.icmpartners.com/,Email,None,"Fiction, Historical Fiction, Thriller, Nonfiction, Narrative Nonfiction","Chris Cleave, Ian Caldwell, Shonda Rhimes, Kevin Fedarko, Joe McGinniss Jr.","Los Angeles, US"
254,Dipti Patel,Word Famous,http://www.wordfamous.in/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Romance, Thriller","Alpesh Patel, Aditya Shroff, Prajeet Budhale, V.S. Rao, Pawan Verma","New Delhi, IN"
255,Lindsay Auld,Writers House,http://www.writershouse.com/,Email,☑️ Interested in debut authors,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book, African-American, BIPOC, Fantasy, Science Fiction","Cory Anderson, Linzie Hunter, Al Rodin, Jasmyn Wright","New York, US"
256,Susanna Einstein,Einstein Literary Management,https://www.einsteinliterary.com/,Email,None,"Fiction, Crime Fiction, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade","Cynthia Swanson, Lara Zielin, Kent Davis","New York, US"
257,Jennifer Thompson,Nordlyset Literary Agency,https://www.nordlysetagency.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Self-Help","Erin Braun, Dare DeLano, Paige Towers","Minneapolis, US"
258,Benython Oldfield,Zeitgeist Agency,https://www.zeitgeistagency.com/,Email,None,"Fiction, Crime Fiction, Thriller, Young Adult, Children's Book","Sophie Hardcastle, Lech Blaine, Dawn Parker","Sydney, AU"
259,Laurel Symonds,The Bent Agency,http://www.thebentagency.com/,Online submission form,None,"Fiction, Graphic Novel, Young Adult, Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Angela Ahn, Michal Babay, Caitlin Like, Johanna Taylor","New York, US"
260,Kathleen Ortiz,"New Leaf Literary & Media, Inc.",https://komediamanagement.com/kathleen-ortiz/,Email,None,"Fiction, Graphic Novel, Humor, Young Adult, Children's Book, Middle Grade, Picture Book","Liz Climo, Catana Comics, Huda Famy, Dan Haring, Sarah Marino, Jaime Reed","New York, US"
261,Stephanie Fretwell-Hill,Red Fox Literary,http://redfoxliterary.com/,Email,None,"Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, BIPOC","Carolyn Crimi, R. W. Alley, Brad Sneed, Beth Anderson","Los Angeles, US"
262,Christa Heschke,"McIntosh & Otis, Inc.",http://mcintoshandotis.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Annie Sullivan, Ed Young, Vincent X. Kirsch, Barbara DaCosta, Lezlie Evans","New York City, US"
263,Alec Shane,Writers House,http://www.writershouse.com/,Email,☑️ Interested in debut authors,"Fiction, Horror, Humor, Romance, Thriller, Young Adult, Nonfiction, Sports, Children's Book, Middle Grade, Action & Adventure, Mystery","Jeff Chen, Casey Barrett, Jack Murphy, Ray McPadden","New York City, US"
264,Ayesha Pande,Ayesha Pande Literary,http://www.pandeliterary.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, African-American","Ibram X. Kendi, Danielle Evans, Lisa Ko, Shilpi Somaya Gowda","New York City, US"
265,Greg Johnson,WordServe Literary Group,https://www.wordserveliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Nonfiction, Business Book, Christian, Politics, Self-Help, Spirituality, Children's Book, Memoir, Women's Fiction","James Pence, Ace Collins, Barbara Cofer Stoefen, Sherri Sand","Denver, US"
266,Betsy Amster,Betsy Amster Literary Enterprises,http://www.amsterlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Self-Help, Business Book, Cookbook, Memoir","Robin Chotzinoff, Margaret Leslie Davis, Sandi Ault, Kim Boyce","Los Angeles, US"
267,Bill Hamilton,A.M. Heath & Co. Ltd,https://amheath.com,Online submission form,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Nonfiction, Politics","Hilary Mantel, Katie Ward, George Orwell, Michael Crick, Christopher Hill","London, GB"
268,Jane Novak,Jane Novak Literary Agency,https://www.janenovak.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Children's Book","Ellen Broad, Michael Aiken, Petra James, Imbi Neeme, Gail Jones","Sydney, AU"
269,Jennifer Christie,Graham Maw Christie,http://www.grahammawchristie.com/,Email,☑️ Interested in debut authors,"Business Book, Children's Book, Memoir, Nonfiction, Self-Help, Narrative Nonfiction","Raynor Winn, Michael Foley, Professor Tom Oliver, Graeme Tomlinson, Tim James, Jaime Thurston","London, GB"
270,William Clark,William Clark Associates,http://wmclark.com/,Online submission form,None,"Nonfiction, Memoir, Narrative Nonfiction, Politics, Spirituality","Joseph Rosenbloom, Guy Spier, Eric Maddox, Dayle Haddon, Michelle Lee","New York, US"
271,Hellie Ogden,Janklow & Nesbit UK,http://www.janklowandnesbit.co.uk/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Cookbook, Narrative Nonfiction, Children's Book, Feminism","Julia London, Lynsay Sands, Lori Roy, Yangsze Choo, Scott Bateman","London, GB"
272,Leslie Zampetti,Dunham Literary,https://www.dunhamlit.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Mystery, Romance, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Ann Clare LeZotte, Lisa Rose, Andrea Shapiro, Kate Allen Fox","New York, US"
273,Jordy Albert,Booker Albert Agency,http://www.thebookeralbertagency.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Historical Fiction, Romance, Science Fiction, Young Adult","Suzanne van Rooyen, Christine Norris, Charlotte Barnes, Suzi Ryan","Philadelphia, US"
274,Ted Weinstein,Ted Weinstein Literary Management,https://www.twliterary.com/,Online submission form,None,"Nonfiction, Business Book, Cookbook, Narrative Nonfiction, Politics, Self-Help, Sports","Matthew Alexander, Richard Schroder, Karen Maezen Miller","New York, US"
275,Lori Galvin,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Horror, Literary Fiction, Mystery, Romance, Thriller, Women's Fiction, Nonfiction, Cookbook, Memoir, Diverse Fiction, LGBTQ","Kwame Onwuachi, Hannah Kirshner, Cambria Brockman","Boston, US"
276,Julia Kenny,"Dunow, Carlson & Lerner Literary Agency",https://www.dclagency.com/,Email,None,"Fiction, Literary Fiction, Mystery, Thriller","Jenny Milchman, Miriam Cohen, Ani Katz, Poppy Gee, David Joy","New York, US"
277,Ann Leslie Tuttle,Dystel,https://www.dystel.com/ann-leslie-tuttle,Email at: atuttle@dystel.com,☑️ Interested in debut authors,"Commercial Fiction, Historical Fiction, Middle Grade, Mystery, Narrative Nonfiction, Nonfiction, Romance, Thriller, Women's Fiction, Young Adult","Elizabeth Everett, Lauren Kung Jessen, Veeda Bybee, Suzanne Pilaar Birch, Debbie Herbert, Tara Taylor Quinn, Heather B. Moore, Laura Barrow, Jenna Kernan, Nancy Robards Thompson","New York, US"
278,Emma Parry,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,☑️ Interested in debut authors,"Fiction, Historical Fiction, Mystery, Thriller, Nonfiction, Memoir, Narrative Nonfiction","Hannah Fry, Jodie Patterson, Rutger Bregman, Tara Isabella Burton, Glory Edim","New York City, US"
279,Sandra Dijkstra,Sandra Dijkstra Literary Agency,http://www.dijkstraagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Thriller, Nonfiction, Business Book, Narrative Nonfiction, Politics","Amy Tan, Eric Foner, Steven Hahn, Mo Yan, Adrienne Mayor, Janell Cannon, Maxine Hong Kingston","San Diego, US"
280,Alia Hanna Habib,The Gernert Company,http://www.thegernertco.com/,Email,None,"Nonfiction, Memoir, Narrative Nonfiction","John Donvan, Ophira Eisenberg, Elizabeth Green, Josh Levin, Caren Zucker","New York, US"
281,Kayla Lightner,Ayesha Pande Literary,http://www.pandeliterary.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, Horror, Humor, Literary Fiction, Science Fiction, Short Story, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Diverse Fiction, African-American, BIPOC",Building a client list,"New York City, US"
282,William LoTurco,LoTurco Literary,http://loturcoliterary.com/,Email,None,"Nonfiction, Memoir, Narrative Nonfiction, Sports, Historical Fiction","Walt Williams, Elizabeth Winder, Paul Cantor, Gerrick Kennedy","New York, US"
283,Giles Anderson,"Anderson Literary Agency, Inc.",http://andersonliteraryagency.com/,Email,None,"Nonfiction, Business Book, Spirituality","David Burkus, Jim Detert, John V. Petrocelli, Kristin Kobes Du Mez","New York, US"
284,Jennifer Soloway,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Horror, Literary Fiction, Romance, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book","Mia Wenjen, Amber Lough, Kim Johnson, Aiden Thomas","Chicago, US"
285,Lucienne Diver,The Knight Agency,http://www.knightagency.net/,Email,None,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Young Adult, Middle Grade","N.K. Jemisin, Rachel Caine, Genevieve Cogman, Chloe Neill, Faith Hunter, Alyssa Cole","Atlanta, US"
286,Rachel Vogel,"Dunow, Carlson & Lerner Literary Agency",https://www.dclagency.com/,Email,None,"Fiction, Historical Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Mike Duncan, Tyler Knott Gregson, Mara Grunbaum, Amanda Lucidon","New York, US"
287,Kate Garrick,The Karpfinger Agency,http://karpfinger.com/,Email,None,"Fiction, Humor, Literary Fiction, Short Story, Thriller, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Martha Woodroof, Camille DeAngelis, Elizabeth Little, David Hopson, Deborah Shapiro","New York City, US"
288,Taylor Haggerty,Root Literary,https://www.rootliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Romance, Women's Fiction, Young Adult","Marisa Kanter, Cameron Lund, Emily Henry, Kayla Olson, Lana Popovic","Los Angeles, US"
289,Diana Flegel,Hartline Literary Agency,https://www.hartlineagency.com/agents-and-authors,Email,None,"Nonfiction, Christian","Robin Bayne, Ryan Fraser, Sara Sadik, Eddie Jones, Linda Massucci","Pittsburgh, US"
290,Mark Falkin,Falkin Literary,http://markfalkin.com/falkin-literary,Email,None,"Fiction, Commercial Fiction, Humor, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction","Louisa Luna, Dana Cann, Teffanie Thompson, Christian Picciolini","Austin, US"
291,Robin Straus,"Robin Straus Agency, Inc.",http://www.robinstrausagency.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Women's Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction","Sheila Kohler, Alexander McCall Smith,  Eva Scrivo, Joshua Rubenstein","New York, US"
292,Marilia Savvides,42 Management & Production,http://www.42mp.com/books,Email,☑️ Interested in debut authors,"BIPOC, Commercial Fiction, Crime Fiction, Diverse Fiction, Feminism, Fiction, Historical Fiction, Horror, LGBTQ, Literary Fiction, Memoir, Mystery, Narrative Nonfiction, #ownvoices, Science Fiction, Thriller, Women's Fiction","Hanna Jameson, Jessica Moor, Jack Anderson, Bexy Cameron, James Delargy","London, GB"
293,Martha Webb,CookeMcDermid,https://cookemcdermid.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Self-Help","Zoey Leigh Peterson, Tima Kurdi, Michael Crummey, Robyn Doolittle, Cathal Kelly","Toronto, CA"
294,Britt Siess,Britt Siess Creative Management,https://brittsiesscreative.com/,Email,None,"Fiction, Fantasy, Graphic Novel, Science Fiction, Young Adult, Children's Book, Middle Grade","Sweeney Boo, Isadora Zeferino, Kristina Luu, Alexandra Rowland, Bree Paulsen","Seattle, US"
295,Kim Lindman,Stonesong,https://www.stonesong.com,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Graphic Novel, Horror, Literary Fiction, Mystery, Science Fiction, Short Story, Thriller, Women's Fiction, Young Adult, Nonfiction, Cookbook, Narrative Nonfiction, Diverse Fiction, African-American, BIPOC, LGBTQ","Allen Katz, Danielle Burnette, Kes Trester, Mark Bouchard","New York City, US"
296,Sara Megibow,KT Literary,http://ktliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Romance, Science Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Casey McQuiston, Margaret Rogerson, Rebecca Roanhorse, Jason M. Hough, K.D. Edwards","Denver, US"
297,Jeff Ourvan,Jennifer Lyons Literary Agency,https://www.jenniferlyonsliteraryagency.com/,Email,None,"Fiction, Mystery, Science Fiction, Thriller, Young Adult, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Sports, Children's Book, Middle Grade, Historical Fiction","Tatsha Robertson, Neesha Arter, Kerrie Hollihan, Peter Houlahan","New York, US"
298,Danielle Burby,Mad Woman Literary Agency,https://www.madwomanliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Fantasy, Graphic Novel, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, Feminism, LGBTQ, #ownvoices","Jennifer Nissley, Jordyn Taylor, Lynette Noni, Celesta Rimington","Denver, US"
299,Brenda Bowen,The Book Group,http://www.thebookgroup.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Hilary Knight, Julianne Moore, Samantha Berger, Karen Hesse","New York, US"
300,Barry Goldblatt,Barry Goldblatt Literary Agency,https://bgliterary.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade","Bruce Coville, Angela Johnson, Stephanie Yue, Rob Cameron, Christopher Barzak","New York, US"
301,Juliet Pickering,Blake Friedman,http://blakefriedmann.co.uk/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Diverse Fiction, BIPOC, Feminism, LGBTQ","Diane Abbott MP, Kasim Ali, Alix Fox, Kate Hodges, Emma Mitchell","London, GB"
